"gene_type"	"gene_name"
"protein_coding"	"SHC3"
"lncRNA"	"AL353150.1"
"protein_coding"	"CKS2"
"protein_coding"	"SECISBP2"
"protein_coding"	"SEMA4D"
"lncRNA"	"AL161910.1"
"protein_coding"	"GADD45G"
"lncRNA"	"AL606807.1"
"lncRNA"	"BX470209.2"
"lncRNA"	"BX470209.1"
"lncRNA"	"AL161629.1"
"lncRNA"	"MIR4290HG"
"lncRNA"	"LINC01508"
"lncRNA"	"LINC01501"
"protein_coding"	"DIRAS2"
"protein_coding"	"SYK"
"lncRNA"	"AL162585.1"
"lncRNA"	"AL355607.1"
"lncRNA"	"AL355607.2"
"lncRNA"	"AL158071.4"
"lncRNA"	"AL158071.3"
"lncRNA"	"AL158071.1"
"lncRNA"	"LINC00484"
"lncRNA"	"AL158071.5"
"protein_coding"	"AUH"
"protein_coding"	"NFIL3"
"lncRNA"	"AL353764.1"
"protein_coding"	"ROR2"
"protein_coding"	"SPTLC1"
"lncRNA"	"AL136097.2"
"protein_coding"	"IARS"
"protein_coding"	"NOL8"
"protein_coding"	"CENPP"
"protein_coding"	"OGN"
"protein_coding"	"OMD"
"protein_coding"	"ASPN"
"protein_coding"	"ECM2"
"lncRNA"	"AL157827.2"
"protein_coding"	"IPPK"
"protein_coding"	"BICD2"
"lncRNA"	"AL136981.3"
"protein_coding"	"ZNF484"
"protein_coding"	"FGD3"
"protein_coding"	"SUSD3"
"lncRNA"	"AL451065.1"
"protein_coding"	"CARD19"
"protein_coding"	"NINJ1"
"lncRNA"	"AL390760.1"
"protein_coding"	"WNK2"
"protein_coding"	"C9orf129"
"lncRNA"	"AL583839.1"
"protein_coding"	"FAM120AOS"
"protein_coding"	"FAM120A"
"protein_coding"	"PHF2"
"lncRNA"	"AL442224.1"
"protein_coding"	"BARX1"
"lncRNA"	"BARX1-DT"
"protein_coding"	"PTPDC1"
"lncRNA"	"AL360020.1"
"lncRNA"	"AL158152.1"
"lncRNA"	"LINC02603"
"protein_coding"	"ZNF169"
"protein_coding"	"NUTM2F"
"lncRNA"	"AL691447.2"
"protein_coding"	"MFSD14B"
"lncRNA"	"AL358232.2"
"lncRNA"	"PCAT7"
"protein_coding"	"FBP2"
"protein_coding"	"FBP1"
"lncRNA"	"AL157936.1"
"protein_coding"	"AOPEP"
"lncRNA"	"AL807757.1"
"lncRNA"	"AL807757.2"
"lncRNA"	"AL353768.1"
"lncRNA"	"AL353768.2"
"protein_coding"	"FANCC"
"lncRNA"	"AL354893.2"
"lncRNA"	"AL161729.3"
"protein_coding"	"PTCH1"
"lncRNA"	"AL161729.2"
"lncRNA"	"AL161729.1"
"lncRNA"	"AL161729.4"
"lncRNA"	"AL392185.1"
"lncRNA"	"AL354861.2"
"lncRNA"	"LINC00476"
"lncRNA"	"AL354861.3"
"protein_coding"	"ERCC6L2"
"lncRNA"	"LINC00092"
"lncRNA"	"AL449403.1"
"lncRNA"	"AL449403.2"
"lncRNA"	"AL449403.3"
"protein_coding"	"HSD17B3"
"protein_coding"	"AL160269.1"
"lncRNA"	"HSD17B3-AS1"
"protein_coding"	"SLC35D2"
"protein_coding"	"ZNF367"
"lncRNA"	"AL133477.2"
"lncRNA"	"AL133477.3"
"protein_coding"	"HABP4"
"protein_coding"	"CDC14B"
"protein_coding"	"PRXL2C"
"lncRNA"	"AL589843.1"
"protein_coding"	"ZNF510"
"protein_coding"	"ZNF782"
"protein_coding"	"MFSD14C"
"protein_coding"	"NUTM2G"
"protein_coding"	"CTSV"
"lncRNA"	"AL590705.3"
"lncRNA"	"AL590705.1"
"lncRNA"	"AL590705.2"
"protein_coding"	"CCDC180"
"lncRNA"	"AL512590.3"
"protein_coding"	"TDRD7"
"protein_coding"	"TMOD1"
"lncRNA"	"AL162385.1"
"protein_coding"	"TSTD2"
"protein_coding"	"NCBP1"
"lncRNA"	"AL162385.2"
"protein_coding"	"XPA"
"lncRNA"	"PTCSC2"
"lncRNA"	"AL445531.1"
"protein_coding"	"FOXE1"
"protein_coding"	"TRMO"
"lncRNA"	"AL499604.1"
"protein_coding"	"HEMGN"
"protein_coding"	"ANP32B"
"lncRNA"	"AL354726.1"
"protein_coding"	"NANS"
"protein_coding"	"TRIM14"
"protein_coding"	"CORO2A"
"protein_coding"	"TBC1D2"
"protein_coding"	"GABBR2"
"protein_coding"	"ANKS6"
"lncRNA"	"AL807776.1"
"protein_coding"	"GALNT12"
"lncRNA"	"AL136084.2"
"protein_coding"	"COL15A1"
"lncRNA"	"AL136084.3"
"protein_coding"	"TGFBR1"
"lncRNA"	"AL162427.1"
"protein_coding"	"ALG2"
"protein_coding"	"SEC61B"
"lncRNA"	"NAMA"
"lncRNA"	"AL137067.3"
"lncRNA"	"AL359710.1"
"lncRNA"	"STX17-AS1"
"lncRNA"	"AL162394.1"
"protein_coding"	"NR4A3"
"protein_coding"	"STX17"
"lncRNA"	"AL358937.1"
"protein_coding"	"ERP44"
"protein_coding"	"INVS"
"protein_coding"	"TEX10"
"protein_coding"	"MSANTD3"
"protein_coding"	"TMEFF1"
"protein_coding"	"CAVIN4"
"protein_coding"	"PLPPR1"
"protein_coding"	"BAAT"
"protein_coding"	"MRPL50"
"protein_coding"	"ZNF189"
"protein_coding"	"ALDOB"
"lncRNA"	"TMEM246-AS1"
"protein_coding"	"TMEM246"
"protein_coding"	"RNF20"
"protein_coding"	"GRIN3A"
"protein_coding"	"PPP3R2"
"lncRNA"	"LINC00587"
"protein_coding"	"CYLC2"
"lncRNA"	"LINC01492"
"lncRNA"	"AL390962.1"
"lncRNA"	"AL590381.1"
"lncRNA"	"SMC2-AS1"
"protein_coding"	"SMC2"
"protein_coding"	"OR13F1"
"lncRNA"	"AL450426.1"
"protein_coding"	"OR13C4"
"protein_coding"	"OR13C3"
"protein_coding"	"OR13C8"
"protein_coding"	"OR13C5"
"protein_coding"	"OR13C2"
"protein_coding"	"OR13C9"
"protein_coding"	"OR13D1"
"protein_coding"	"NIPSNAP3A"
"protein_coding"	"NIPSNAP3B"
"protein_coding"	"ABCA1"
"lncRNA"	"AL359182.1"
"lncRNA"	"CT70"
"lncRNA"	"AL591506.1"
"protein_coding"	"SLC44A1"
"protein_coding"	"FSD1L"
"lncRNA"	"AL158070.1"
"protein_coding"	"FKTN"
"protein_coding"	"TAL2"
"protein_coding"	"TMEM38B"
"lncRNA"	"LINC01505"
"lncRNA"	"AL732323.1"
"lncRNA"	"AL451140.1"
"lncRNA"	"AL512649.2"
"protein_coding"	"ZNF462"
"lncRNA"	"AL807761.4"
"lncRNA"	"AL807761.3"
"protein_coding"	"RAD23B"
"lncRNA"	"LINC01509"
"lncRNA"	"AL359552.1"
"protein_coding"	"KLF4"
"lncRNA"	"AL353742.1"
"lncRNA"	"AL358779.1"
"protein_coding"	"ACTL7B"
"protein_coding"	"ACTL7A"
"protein_coding"	"ELP1"
"protein_coding"	"ABITRAM"
"protein_coding"	"CTNNAL1"
"protein_coding"	"TMEM245"
"protein_coding"	"FRRS1L"
"protein_coding"	"EPB41L4B"
"protein_coding"	"PTPN3"
"protein_coding"	"PALM2-AKAP2"
"lncRNA"	"AL158829.1"
"protein_coding"	"C9orf152"
"protein_coding"	"TXN"
"protein_coding"	"TXNDC8"
"protein_coding"	"SVEP1"
"lncRNA"	"AL592463.1"
"protein_coding"	"MUSK"
"protein_coding"	"LPAR1"
"lncRNA"	"AL162414.1"
"protein_coding"	"OR2K2"
"protein_coding"	"ECPAS"
"protein_coding"	"ZNF483"
"protein_coding"	"PTGR1"
"lncRNA"	"AL135787.1"
"protein_coding"	"DNAJC25"
"protein_coding"	"GNG10"
"protein_coding"	"SHOC1"
"protein_coding"	"UGCG"
"lncRNA"	"AL138756.1"
"protein_coding"	"SUSD1"
"protein_coding"	"PTBP3"
"protein_coding"	"HSDL2"
"lncRNA"	"C9orf147"
"protein_coding"	"KIAA1958"
"protein_coding"	"INIP"
"lncRNA"	"AL390067.1"
"protein_coding"	"SNX30"
"protein_coding"	"SLC46A2"
"lncRNA"	"AL139041.1"
"protein_coding"	"ZNF883"
"protein_coding"	"ZFP37"
"lncRNA"	"FAM225B"
"lncRNA"	"FAM225A"
"protein_coding"	"SLC31A2"
"protein_coding"	"FKBP15"
"protein_coding"	"SLC31A1"
"protein_coding"	"CDC26"
"protein_coding"	"PRPF4"
"protein_coding"	"RNF183"
"protein_coding"	"WDR31"
"protein_coding"	"BSPRY"
"protein_coding"	"HDHD3"
"protein_coding"	"ALAD"
"protein_coding"	"POLE3"
"protein_coding"	"C9orf43"
"protein_coding"	"RGS3"
"lncRNA"	"AL162727.2"
"lncRNA"	"AL162727.1"
"lncRNA"	"AL157702.2"
"protein_coding"	"ZNF618"
"protein_coding"	"AMBP"
"protein_coding"	"KIF12"
"protein_coding"	"COL27A1"
"protein_coding"	"ORM1"
"protein_coding"	"ORM2"
"protein_coding"	"AKNA"
"lncRNA"	"AL138895.1"
"protein_coding"	"WHRN"
"protein_coding"	"ATP6V1G1"
"protein_coding"	"TMEM268"
"protein_coding"	"TEX53"
"protein_coding"	"TEX48"
"protein_coding"	"TNFSF15"
"lncRNA"	"DEC1"
"protein_coding"	"TNFSF8"
"protein_coding"	"TNC"
"lncRNA"	"AL162425.1"
"lncRNA"	"AL355601.1"
"lncRNA"	"AL691420.1"
"lncRNA"	"LINC00474"
"lncRNA"	"AL691426.1"
"protein_coding"	"PAPPA"
"lncRNA"	"PAPPA-AS2"
"lncRNA"	"AL137024.1"
"lncRNA"	"PAPPA-AS1"
"protein_coding"	"ASTN2"
"lncRNA"	"ASTN2-AS1"
"lncRNA"	"AL133284.1"
"protein_coding"	"TRIM32"
"lncRNA"	"AL157829.1"
"lncRNA"	"AL445644.1"
"lncRNA"	"AL161630.1"
"protein_coding"	"TLR4"
"lncRNA"	"AL160272.1"
"lncRNA"	"AL354754.1"
"lncRNA"	"AL355592.1"
"lncRNA"	"LINC02578"
"protein_coding"	"BRINP1"
"lncRNA"	"AC006288.1"
"lncRNA"	"LINC01613"
"lncRNA"	"AL441989.1"
"protein_coding"	"CDK5RAP2"
"protein_coding"	"MEGF9"
"protein_coding"	"FBXW2"
"protein_coding"	"B3GNT10"
"protein_coding"	"PSMD5"
"protein_coding"	"PHF19"
"protein_coding"	"TRAF1"
"protein_coding"	"C5"
"protein_coding"	"CNTRL"
"protein_coding"	"RAB14"
"protein_coding"	"GSN"
"lncRNA"	"AL513122.2"
"lncRNA"	"GSN-AS1"
"protein_coding"	"STOM"
"lncRNA"	"AL359644.1"
"protein_coding"	"DAB2IP"
"lncRNA"	"AL357936.1"
"lncRNA"	"AL596244.1"
"protein_coding"	"TTLL11"
"lncRNA"	"TTLL11-IT1"
"protein_coding"	"NDUFA8"
"protein_coding"	"MORN5"
"protein_coding"	"LHX6"
"protein_coding"	"RBM18"
"protein_coding"	"MRRF"
"protein_coding"	"PTGS1"
"lncRNA"	"AL162424.1"
"lncRNA"	"AL359636.1"
"lncRNA"	"AL359636.2"
"protein_coding"	"OR1J1"
"protein_coding"	"OR1J2"
"protein_coding"	"OR1J4"
"protein_coding"	"OR1N1"
"protein_coding"	"OR1N2"
"protein_coding"	"OR1L8"
"protein_coding"	"OR1Q1"
"protein_coding"	"OR1B1"
"protein_coding"	"OR1L1"
"protein_coding"	"OR1L3"
"protein_coding"	"OR1L4"
"protein_coding"	"OR1L6"
"protein_coding"	"OR5C1"
"protein_coding"	"PDCL"
"protein_coding"	"OR1K1"
"protein_coding"	"RC3H2"
"protein_coding"	"ZBTB6"
"protein_coding"	"ZBTB26"
"lncRNA"	"AC007066.2"
"lncRNA"	"AC007066.3"
"protein_coding"	"RABGAP1"
"protein_coding"	"GPR21"
"lncRNA"	"MIR600HG"
"protein_coding"	"STRBP"
"protein_coding"	"CRB2"
"protein_coding"	"DENND1A"
"lncRNA"	"AL445489.1"
"lncRNA"	"AL390774.2"
"protein_coding"	"LHX2"
"lncRNA"	"AC006450.3"
"lncRNA"	"AC006450.1"
"lncRNA"	"AC006450.2"
"protein_coding"	"NEK6"
"lncRNA"	"AL162724.2"
"lncRNA"	"AL162724.1"
"protein_coding"	"PSMB7"
"protein_coding"	"ADGRD2"
"protein_coding"	"NR5A1"
"lncRNA"	"AL354979.1"
"protein_coding"	"NR6A1"
"lncRNA"	"MIR181A2HG"
"lncRNA"	"AL354928.1"
"protein_coding"	"OLFML2A"
"protein_coding"	"WDR38"
"protein_coding"	"RPL35"
"protein_coding"	"ARPC5L"
"protein_coding"	"GOLGA1"
"protein_coding"	"SCAI"
"protein_coding"	"PPP6C"
"protein_coding"	"RABEPK"
"protein_coding"	"HSPA5"
"lncRNA"	"AL354710.2"
"protein_coding"	"GAPVD1"
"lncRNA"	"AL359632.1"
"protein_coding"	"MAPKAP1"
"lncRNA"	"AL162584.1"
"lncRNA"	"AL358074.1"
"protein_coding"	"PBX3"
"lncRNA"	"AL589923.1"
"lncRNA"	"AL162391.1"
"protein_coding"	"MVB12B"
"lncRNA"	"AL356309.2"
"lncRNA"	"AL356309.1"
"lncRNA"	"AL161908.1"
"protein_coding"	"LMX1B"
"lncRNA"	"AL161908.2"
"lncRNA"	"AL161731.1"
"protein_coding"	"ZBTB43"
"protein_coding"	"ZBTB34"
"protein_coding"	"RALGPS1"
"protein_coding"	"ANGPTL2"
"lncRNA"	"AL450263.1"
"protein_coding"	"GARNL3"
"lncRNA"	"AL445222.1"
"protein_coding"	"SLC2A8"
"protein_coding"	"ZNF79"
"protein_coding"	"RPL12"
"protein_coding"	"LRSAM1"
"protein_coding"	"NIBAN2"
"protein_coding"	"STXBP1"
"lncRNA"	"AL162426.1"
"protein_coding"	"PTRH1"
"protein_coding"	"CFAP157"
"protein_coding"	"TTC16"
"protein_coding"	"TOR2A"
"protein_coding"	"SH2D3C"
"lncRNA"	"AL162586.2"
"protein_coding"	"CDK9"
"protein_coding"	"FPGS"
"protein_coding"	"ENG"
"lncRNA"	"AL162586.1"
"protein_coding"	"AK1"
"protein_coding"	"ST6GALNAC6"
"protein_coding"	"ST6GALNAC4"
"protein_coding"	"PIP5KL1"
"lncRNA"	"AL157935.1"
"protein_coding"	"DPM2"
"protein_coding"	"FAM102A"
"lncRNA"	"AL360268.2"
"protein_coding"	"NAIF1"
"protein_coding"	"SLC25A25"
"lncRNA"	"AL360268.1"
"lncRNA"	"SLC25A25-AS1"
"protein_coding"	"PTGES2"
"lncRNA"	"AL590708.1"
"protein_coding"	"LCN2"
"protein_coding"	"C9orf16"
"protein_coding"	"CIZ1"
"protein_coding"	"DNM1"
"protein_coding"	"GOLGA2"
"protein_coding"	"SWI5"
"protein_coding"	"TRUB2"
"lncRNA"	"AL359091.4"
"protein_coding"	"COQ4"
"protein_coding"	"SLC27A4"
"protein_coding"	"URM1"
"lncRNA"	"AL359091.3"
"lncRNA"	"AL359091.1"
"protein_coding"	"CERCAM"
"lncRNA"	"AL359091.5"
"protein_coding"	"ODF2"
"lncRNA"	"ODF2-AS1"
"protein_coding"	"GLE1"
"lncRNA"	"AL356481.1"
"protein_coding"	"SPTAN1"
"lncRNA"	"AL356481.2"
"lncRNA"	"AL356481.3"
"protein_coding"	"WDR34"
"lncRNA"	"HMGA1P4"
"protein_coding"	"SET"
"protein_coding"	"PKN3"
"protein_coding"	"ZDHHC12"
"lncRNA"	"AL441992.1"
"protein_coding"	"ZER1"
"protein_coding"	"TBC1D13"
"protein_coding"	"ENDOG"
"protein_coding"	"SPOUT1"
"protein_coding"	"KYAT1"
"protein_coding"	"LRRC8A"
"protein_coding"	"PHYHD1"
"protein_coding"	"DOLK"
"protein_coding"	"NUP188"
"lncRNA"	"AL592211.1"
"protein_coding"	"SH3GLB2"
"protein_coding"	"MIGA2"
"lncRNA"	"AL592211.2"
"protein_coding"	"DOLPP1"
"protein_coding"	"CRAT"
"lncRNA"	"AL158151.2"
"protein_coding"	"PTPA"
"lncRNA"	"AL158151.4"
"protein_coding"	"IER5L"
"lncRNA"	"AL158151.3"
"lncRNA"	"AL158151.1"
"lncRNA"	"AL161785.2"
"lncRNA"	"AL161785.3"
"lncRNA"	"AL161785.1"
"lncRNA"	"C9orf106"
"lncRNA"	"AL353803.5"
"lncRNA"	"LINC01503"
"lncRNA"	"AL353803.2"
"lncRNA"	"AL353803.1"
"lncRNA"	"LINC00963"
"lncRNA"	"AL353803.4"
"lncRNA"	"AL391056.2"
"lncRNA"	"AL391056.1"
"protein_coding"	"NTMT1"
"protein_coding"	"C9orf50"
"protein_coding"	"ASB6"
"lncRNA"	"AL590369.1"
"protein_coding"	"PRRX2"
"lncRNA"	"PRRX2-AS1"
"protein_coding"	"PTGES"
"protein_coding"	"TOR1B"
"protein_coding"	"TOR1A"
"protein_coding"	"C9orf78"
"protein_coding"	"USP20"
"protein_coding"	"FNBP1"
"lncRNA"	"AL158207.2"
"lncRNA"	"AL136141.1"
"protein_coding"	"GPR107"
"lncRNA"	"GPRACR"
"protein_coding"	"NCS1"
"protein_coding"	"HMCN2"
"protein_coding"	"ASS1"
"protein_coding"	"FUBP3"
"protein_coding"	"PRDM12"
"protein_coding"	"EXOSC2"
"protein_coding"	"ABL1"
"protein_coding"	"QRFP"
"protein_coding"	"FIBCD1"
"lncRNA"	"AL161733.1"
"protein_coding"	"LAMC3"
"protein_coding"	"AIF1L"
"protein_coding"	"NUP214"
"lncRNA"	"AL157938.2"
"lncRNA"	"AL157938.3"
"protein_coding"	"FAM78A"
"lncRNA"	"AL157938.4"
"protein_coding"	"PLPP7"
"protein_coding"	"PRRC2B"
"lncRNA"	"AL358781.1"
"protein_coding"	"POMT1"
"lncRNA"	"AL358781.2"
"protein_coding"	"UCK1"
"protein_coding"	"PRRT1B"
"protein_coding"	"RAPGEF1"
"lncRNA"	"AL160271.2"
"protein_coding"	"MED27"
"protein_coding"	"NTNG2"
"protein_coding"	"SETX"
"protein_coding"	"TTF1"
"protein_coding"	"CFAP77"
"protein_coding"	"BARHL1"
"protein_coding"	"DDX31"
"protein_coding"	"GTF3C4"
"protein_coding"	"AK8"
"lncRNA"	"AL445645.1"
"protein_coding"	"SPACA9"
"protein_coding"	"TSC1"
"protein_coding"	"GFI1B"
"protein_coding"	"GTF3C5"
"protein_coding"	"CEL"
"protein_coding"	"RALGDS"
"protein_coding"	"GBGT1"
"protein_coding"	"OBP2B"
"protein_coding"	"ABO"
"protein_coding"	"SURF6"
"protein_coding"	"MED22"
"protein_coding"	"RPL7A"
"protein_coding"	"SURF1"
"protein_coding"	"SURF2"
"protein_coding"	"SURF4"
"protein_coding"	"STKLD1"
"protein_coding"	"REXO4"
"protein_coding"	"ADAMTS13"
"protein_coding"	"CACFD1"
"protein_coding"	"SLC2A6"
"protein_coding"	"MYMK"
"protein_coding"	"ADAMTSL2"
"protein_coding"	"FAM163B"
"lncRNA"	"AC002101.1"
"protein_coding"	"DBH"
"lncRNA"	"DBH-AS1"
"protein_coding"	"SARDH"
"protein_coding"	"VAV2"
"protein_coding"	"BRD3OS"
"protein_coding"	"BRD3"
"lncRNA"	"AL445931.1"
"lncRNA"	"BX649632.1"
"protein_coding"	"WDR5"
"lncRNA"	"BX649601.1"
"lncRNA"	"LINC02247"
"protein_coding"	"RXRA"
"lncRNA"	"AL669970.1"
"lncRNA"	"AL669970.3"
"lncRNA"	"AL669970.2"
"protein_coding"	"COL5A1"
"lncRNA"	"COL5A1-AS1"
"lncRNA"	"AL645768.1"
"protein_coding"	"FCN2"
"protein_coding"	"FCN1"
"lncRNA"	"AL353611.1"
"protein_coding"	"OLFM1"
"lncRNA"	"AL390778.1"
"lncRNA"	"AL390778.2"
"lncRNA"	"C9orf62"
"lncRNA"	"AL353615.1"
"lncRNA"	"PPP1R26-AS1"
"protein_coding"	"PPP1R26"
"protein_coding"	"C9orf116"
"protein_coding"	"MRPS2"
"lncRNA"	"AL161452.1"
"protein_coding"	"LCN1"
"protein_coding"	"OBP2A"
"protein_coding"	"PAEP"
"lncRNA"	"LINC01502"
"protein_coding"	"AL354761.1"
"protein_coding"	"GLT6D1"
"protein_coding"	"LCN9"
"protein_coding"	"SOHLH1"
"protein_coding"	"KCNT1"
"protein_coding"	"CAMSAP1"
"lncRNA"	"AL355574.1"
"protein_coding"	"UBAC1"
"protein_coding"	"NACC2"
"lncRNA"	"LINC02846"
"protein_coding"	"TMEM250"
"lncRNA"	"AL138781.1"
"protein_coding"	"LHX3"
"protein_coding"	"QSOX2"
"protein_coding"	"CCDC187"
"lncRNA"	"CR392000.2"
"lncRNA"	"AC174065.1"
"protein_coding"	"GPSM1"
"protein_coding"	"DNLZ"
"protein_coding"	"CARD9"
"protein_coding"	"SNAPC4"
"protein_coding"	"ENTR1"
"protein_coding"	"PMPCA"
"protein_coding"	"INPP5E"
"protein_coding"	"SEC16A"
"lncRNA"	"C9orf163"
"protein_coding"	"NOTCH1"
"lncRNA"	"AL592301.1"
"lncRNA"	"NALT1"
"lncRNA"	"AL590226.2"
"lncRNA"	"AL590226.1"
"protein_coding"	"EGFL7"
"protein_coding"	"AGPAT2"
"protein_coding"	"DIPK1B"
"lncRNA"	"SNHG7"
"protein_coding"	"LCN10"
"protein_coding"	"LCN6"
"protein_coding"	"LCN8"
"protein_coding"	"LCN15"
"protein_coding"	"TMEM141"
"protein_coding"	"CCDC183"
"lncRNA"	"CCDC183-AS1"
"protein_coding"	"RABL6"
"protein_coding"	"AJM1"
"protein_coding"	"PHPT1"
"protein_coding"	"MAMDC4"
"protein_coding"	"EDF1"
"protein_coding"	"TRAF2"
"lncRNA"	"AL807752.5"
"protein_coding"	"FBXW5"
"protein_coding"	"C8G"
"protein_coding"	"LCN12"
"lncRNA"	"LINC02692"
"protein_coding"	"PTGDS"
"protein_coding"	"LCNL1"
"protein_coding"	"PAXX"
"protein_coding"	"CLIC3"
"protein_coding"	"ABCA2"
"lncRNA"	"C9orf139"
"protein_coding"	"FUT7"
"protein_coding"	"NPDC1"
"protein_coding"	"ENTPD2"
"lncRNA"	"AL807752.4"
"lncRNA"	"AL807752.2"
"protein_coding"	"SAPCD2"
"lncRNA"	"AL807752.3"
"protein_coding"	"UAP1L1"
"lncRNA"	"MAN1B1-DT"
"protein_coding"	"MAN1B1"
"protein_coding"	"DPP7"
"protein_coding"	"GRIN1"
"protein_coding"	"LRRC26"
"protein_coding"	"TMEM210"
"protein_coding"	"ANAPC2"
"protein_coding"	"SSNA1"
"protein_coding"	"TPRN"
"protein_coding"	"TMEM203"
"protein_coding"	"NDOR1"
"protein_coding"	"BX255925.3"
"protein_coding"	"RNF208"
"protein_coding"	"CYSRT1"
"protein_coding"	"RNF224"
"protein_coding"	"SLC34A3"
"protein_coding"	"TUBB4B"
"protein_coding"	"FAM166A"
"lncRNA"	"STPG3-AS1"
"protein_coding"	"STPG3"
"protein_coding"	"NELFB"
"protein_coding"	"TOR4A"
"lncRNA"	"BX255925.1"
"lncRNA"	"BX255925.4"
"protein_coding"	"NRARP"
"protein_coding"	"EXD3"
"protein_coding"	"NOXA1"
"protein_coding"	"ENTPD8"
"protein_coding"	"NSMF"
"protein_coding"	"PNPLA7"
"protein_coding"	"MRPL41"
"protein_coding"	"DPH7"
"protein_coding"	"ZMYND19"
"protein_coding"	"ARRDC1"
"lncRNA"	"ARRDC1-AS1"
"protein_coding"	"EHMT1"
"lncRNA"	"AL772363.1"
"protein_coding"	"CACNA1B"
"lncRNA"	"AL954642.1"
"lncRNA"	"AC215217.1"
"protein_coding"	"TUBB8"
"protein_coding"	"ZMYND11"
"protein_coding"	"DIP2C"
"lncRNA"	"AL669841.1"
"lncRNA"	"AL358216.1"
"protein_coding"	"PRR26"
"lncRNA"	"AL157709.1"
"protein_coding"	"LARP4B"
"lncRNA"	"AL359878.2"
"lncRNA"	"AL359878.1"
"protein_coding"	"GTPBP4"
"protein_coding"	"IDI2"
"lncRNA"	"IDI2-AS1"
"protein_coding"	"IDI1"
"protein_coding"	"WDR37"
"lncRNA"	"LINC00200"
"protein_coding"	"ADARB2"
"lncRNA"	"AL392083.2"
"lncRNA"	"AL392083.1"
"lncRNA"	"AL513304.1"
"lncRNA"	"ADARB2-AS1"
"lncRNA"	"AL355597.1"
"lncRNA"	"LINC00700"
"lncRNA"	"AL441943.1"
"lncRNA"	"AL441943.2"
"lncRNA"	"LINC02662"
"lncRNA"	"LINC00701"
"lncRNA"	"LINC02645"
"lncRNA"	"AL713851.2"
"lncRNA"	"AL713851.1"
"lncRNA"	"AL355361.1"
"lncRNA"	"AL731533.1"
"lncRNA"	"AL731533.3"
"lncRNA"	"AL731533.2"
"protein_coding"	"PFKP"
"protein_coding"	"PITRM1"
"lncRNA"	"PITRM1-AS1"
"lncRNA"	"LINC02668"
"lncRNA"	"AL451164.1"
"lncRNA"	"AL139280.1"
"lncRNA"	"AL139280.2"
"lncRNA"	"AL356433.1"
"lncRNA"	"LINC02669"
"lncRNA"	"AL357833.1"
"lncRNA"	"AL450322.2"
"lncRNA"	"AL450322.1"
"protein_coding"	"KLF6"
"lncRNA"	"AL513303.1"
"lncRNA"	"LINC02639"
"lncRNA"	"LINC02660"
"lncRNA"	"AC025822.1"
"lncRNA"	"AC025822.2"
"lncRNA"	"LINC00702"
"lncRNA"	"LINC00703"
"lncRNA"	"AC022535.1"
"lncRNA"	"AC022535.3"
"lncRNA"	"AC022535.2"
"lncRNA"	"MANCR"
"lncRNA"	"LINC00705"
"lncRNA"	"AC018978.1"
"protein_coding"	"AKR1E2"
"protein_coding"	"AKR1C1"
"protein_coding"	"AKR1C2"
"lncRNA"	"AL391427.1"
"protein_coding"	"AKR1C3"
"protein_coding"	"AKR1C8P"
"protein_coding"	"AKR1C4"
"lncRNA"	"AL355303.2"
"lncRNA"	"AL355303.1"
"lncRNA"	"LINC02561"
"protein_coding"	"UCN3"
"protein_coding"	"TUBAL3"
"protein_coding"	"NET1"
"protein_coding"	"CALML5"
"lncRNA"	"CALML3-AS1"
"protein_coding"	"CALML3"
"lncRNA"	"AL732437.1"
"lncRNA"	"AL732437.3"
"lncRNA"	"AL732437.2"
"lncRNA"	"LINC02657"
"lncRNA"	"LINC02678"
"lncRNA"	"LINC02677"
"protein_coding"	"ASB13"
"protein_coding"	"TASOR2"
"lncRNA"	"AL365356.1"
"protein_coding"	"GDI2"
"lncRNA"	"AL596094.1"
"protein_coding"	"ANKRD16"
"protein_coding"	"FBH1"
"lncRNA"	"AL137186.2"
"protein_coding"	"IL15RA"
"protein_coding"	"IL2RA"
"lncRNA"	"AL137186.1"
"protein_coding"	"RBM17"
"protein_coding"	"PFKFB3"
"lncRNA"	"AL157395.1"
"lncRNA"	"LINC02649"
"lncRNA"	"LINC02656"
"protein_coding"	"PRKCQ"
"lncRNA"	"PRKCQ-AS1"
"lncRNA"	"LINC02648"
"lncRNA"	"LINP1"
"lncRNA"	"LINC00706"
"lncRNA"	"LINC00707"
"lncRNA"	"AL392086.3"
"lncRNA"	"LINC02665"
"protein_coding"	"SFMBT2"
"lncRNA"	"LINC02642"
"lncRNA"	"AL445070.1"
"protein_coding"	"ITIH5"
"protein_coding"	"ITIH2"
"protein_coding"	"KIN"
"protein_coding"	"ATP5F1C"
"protein_coding"	"TAF3"
"protein_coding"	"GATA3"
"lncRNA"	"GATA3-AS1"
"lncRNA"	"AL390294.1"
"lncRNA"	"LINC00708"
"lncRNA"	"AL390835.1"
"lncRNA"	"AC025946.1"
"lncRNA"	"LINC02676"
"lncRNA"	"AC044784.1"
"lncRNA"	"LINC00709"
"lncRNA"	"AL138773.1"
"lncRNA"	"LINC02663"
"lncRNA"	"LINC02670"
"lncRNA"	"AL354916.1"
"lncRNA"	"AL583859.1"
"lncRNA"	"CELF2-DT"
"lncRNA"	"AL583859.3"
"lncRNA"	"SFTA1P"
"protein_coding"	"CELF2"
"lncRNA"	"LINC00710"
"lncRNA"	"AL136369.2"
